Epoch: 0 [231880291, 231880402, 231880403, 231880404, 231880405, 231880439, 231880407, 231880408, 231880409, 231880410, 231880411, 231880412, 231880413, 231880414, 231880415, 231880416, 231880417, 231880418, 231880419, 231880420, 231880421, 231880422, 231880423, 231880424, 231880425, 231880426, 231880427, 231880428, 231880429, 231880430, 231880431, 231880432, 231880433, 231880434, 231880435, 231880436, 231880437, 231880438, 231880406]with cost 708.0032666183446
Epoch: 1 [231880291, 231880402, 231880403, 231880404, 231880405, 231880406, 231880407, 231880408, 231880409, 231880410, 231880411, 231880412, 231880413, 231880414, 231880415, 231880416, 231880417, 231880418, 231880419, 231880420, 231880421, 231880429, 231880423, 231880424, 231880425, 231880426, 231880427, 231880428, 231880422, 231880430, 231880431, 231880432, 231880433, 231880434, 231880435, 231880436, 231880437, 231880438, 231880439]with cost 709.5583401518486
Epoch: 2 [231880291, 231880402, 231880403, 231880404, 231880405, 231880406, 231880407, 231880408, 231880409, 231880410, 231880411, 231880412, 231880439, 231880414, 231880415, 231880416, 231880417, 231880418, 231880419, 231880420, 231880421, 231880422, 231880423, 231880424, 231880425, 231880426, 231880427, 231880428, 231880429, 231880430, 231880431, 231880432, 231880433, 231880434, 231880435, 231880436, 231880437, 231880438, 231880413]with cost 712.6123139737249
Epoch: 3 [231880291, 231880402, 231880403, 231880404, 231880405, 231880406, 231880407, 231880408, 231880409, 231880420, 231880411, 231880412, 231880413, 231880414, 231880415, 231880416, 231880417, 231880418, 231880419, 231880410, 231880421, 231880422, 231880423, 231880424, 231880425, 231880426, 231880427, 231880428, 231880429, 231880430, 231880431, 231880432, 231880433, 231880434, 231880435, 231880436, 231880437, 231880438, 231880439]with cost 708.8349327537567
Epoch: 4 [231880291, 231880402, 231880403, 231880404, 231880405, 231880406, 231880407, 231880437, 231880409, 231880410, 231880411, 231880412, 231880413, 231880414, 231880415, 231880416, 231880417, 231880418, 231880419, 231880420, 231880421, 231880422, 231880423, 231880424, 231880425, 231880426, 231880427, 231880428, 231880429, 231880430, 231880431, 231880432, 231880433, 231880434, 231880435, 231880436, 231880408, 231880438, 231880439]with cost 708.1391966033345
Epoch: 5 [231880291, 231880402, 231880403, 231880404, 231880405, 231880406, 231880407, 231880408, 231880409, 231880410, 231880411, 231880412, 231880413, 231880414, 231880415, 231880416, 231880417, 231880418, 231880419, 231880420, 231880421, 231880422, 231880423, 231880424, 231880425, 231880426, 231880427, 231880428, 231880429, 231880430, 231880431, 231880432, 231880439, 231880434, 231880435, 231880436, 231880437, 231880438, 231880433]with cost 710.0862364498369
Epoch: 6 [231880291, 231880402, 231880403, 231880404, 231880405, 231880406, 231880407, 231880408, 231880409, 231880410, 231880411, 231880412, 231880413, 231880414, 231880415, 231880416, 231880417, 231880418, 231880419, 231880420, 231880421, 231880429, 231880423, 231880424, 231880425, 231880426, 231880427, 231880428, 231880422, 231880430, 231880431, 231880432, 231880433, 231880434, 231880435, 231880436, 231880437, 231880438, 231880439]with cost 709.5583401518486
Epoch: 7 [231880291, 231880402, 231880403, 231880404, 231880405, 231880406, 231880407, 231880433, 231880409, 231880410, 231880411, 231880412, 231880413, 231880414, 231880415, 231880416, 231880417, 231880418, 231880419, 231880420, 231880421, 231880422, 231880423, 231880424, 231880425, 231880426, 231880427, 231880428, 231880429, 231880430, 231880431, 231880432, 231880408, 231880434, 231880435, 231880436, 231880437, 231880438, 231880439]with cost 706.898732263532
Epoch: 8 [231880291, 231880402, 231880403, 231880404, 231880405, 231880406, 231880407, 231880408, 231880409, 231880410, 231880411, 231880412, 231880413, 231880414, 231880415, 231880416, 231880417, 231880418, 231880419, 231880420, 231880421, 231880422, 231880423, 231880424, 231880425, 231880426, 231880427, 231880428, 231880429, 231880432, 231880431, 231880430, 231880433, 231880434, 231880435, 231880436, 231880437, 231880438, 231880439]with cost 710.0464160797316
Epoch: 9 [231880291, 231880402, 231880403, 231880407, 231880405, 231880406, 231880404, 231880408, 231880409, 231880410, 231880411, 231880412, 231880413, 231880414, 231880415, 231880416, 231880417, 231880418, 231880419, 231880420, 231880421, 231880422, 231880423, 231880424, 231880425, 231880426, 231880427, 231880428, 231880429, 231880430, 231880431, 231880432, 231880433, 231880434, 231880435, 231880436, 231880437, 231880438, 231880439]with cost 711.0455570476325
Epoch: 10 [231880291, 231880402, 231880403, 231880404, 231880405, 231880406, 231880407, 231880408, 231880409, 231880410, 231880411, 231880412, 231880413, 231880414, 231880415, 231880416, 231880435, 231880418, 231880419, 231880420, 231880421, 231880422, 231880423, 231880424, 231880425, 231880426, 231880427, 231880428, 231880429, 231880430, 231880431, 231880432, 231880433, 231880434, 231880417, 231880436, 231880437, 231880438, 231880439]with cost 709.5795397562971
Epoch: 11 [231880291, 231880421, 231880403, 231880404, 231880405, 231880406, 231880407, 231880408, 231880409, 231880410, 231880411, 231880412, 231880413, 231880414, 231880415, 231880416, 231880417, 231880418, 231880419, 231880420, 231880402, 231880422, 231880423, 231880424, 231880425, 231880426, 231880427, 231880428, 231880429, 231880430, 231880431, 231880432, 231880433, 231880434, 231880435, 231880436, 231880437, 231880438, 231880439]with cost 711.4491047697552
Epoch: 12 [231880291, 231880402, 231880403, 231880427, 231880405, 231880406, 231880407, 231880408, 231880409, 231880410, 231880411, 231880412, 231880413, 231880414, 231880415, 231880416, 231880417, 231880418, 231880419, 231880420, 231880421, 231880422, 231880423, 231880424, 231880425, 231880426, 231880404, 231880428, 231880429, 231880430, 231880431, 231880432, 231880433, 231880434, 231880435, 231880436, 231880437, 231880438, 231880439]with cost 709.6905110193859
Epoch: 13 [231880291, 231880402, 231880403, 231880410, 231880405, 231880406, 231880407, 231880408, 231880409, 231880404, 231880411, 231880412, 231880413, 231880414, 231880415, 231880416, 231880417, 231880418, 231880419, 231880420, 231880421, 231880422, 231880423, 231880424, 231880425, 231880426, 231880427, 231880428, 231880429, 231880430, 231880431, 231880432, 231880433, 231880434, 231880435, 231880436, 231880437, 231880438, 231880439]with cost 709.9940934374468
Epoch: 14 [231880291, 231880402, 231880403, 231880404, 231880405, 231880406, 231880407, 231880408, 231880409, 231880410, 231880411, 231880412, 231880413, 231880414, 231880415, 231880416, 231880417, 231880418, 231880419, 231880420, 231880421, 231880422, 231880423, 231880424, 231880425, 231880426, 231880427, 231880432, 231880429, 231880430, 231880431, 231880428, 231880433, 231880434, 231880435, 231880436, 231880437, 231880438, 231880439]with cost 713.0037818993306
Epoch: 15 [231880291, 231880402, 231880403, 231880404, 231880405, 231880406, 231880407, 231880408, 231880409, 231880410, 231880411, 231880412, 231880413, 231880414, 231880415, 231880416, 231880417, 231880418, 231880429, 231880420, 231880421, 231880422, 231880423, 231880424, 231880425, 231880426, 231880427, 231880428, 231880419, 231880430, 231880431, 231880432, 231880433, 231880434, 231880435, 231880436, 231880437, 231880438, 231880439]with cost 710.2068620401777
Epoch: 16 [231880291, 231880402, 231880403, 231880404, 231880405, 231880406, 231880407, 231880422, 231880409, 231880410, 231880411, 231880412, 231880413, 231880414, 231880415, 231880416, 231880417, 231880418, 231880419, 231880420, 231880421, 231880408, 231880423, 231880424, 231880425, 231880426, 231880427, 231880428, 231880429, 231880430, 231880431, 231880432, 231880433, 231880434, 231880435, 231880436, 231880437, 231880438, 231880439]with cost 708.7438381704213
Epoch: 17 [231880291, 231880402, 231880403, 231880404, 231880405, 231880406, 231880407, 231880408, 231880409, 231880410, 231880411, 231880412, 231880420, 231880414, 231880415, 231880416, 231880417, 231880418, 231880419, 231880413, 231880421, 231880422, 231880423, 231880424, 231880425, 231880426, 231880427, 231880428, 231880429, 231880430, 231880431, 231880432, 231880433, 231880434, 231880435, 231880436, 231880437, 231880438, 231880439]with cost 709.365896496947
